student_id,student_name,department,year,section,gender,hostel_status
STU0098,Student_0098,CIVIL,4,D,Male,Day Scholar
STU0099,Student_0099,IT,4,D,Male,Hostel
STU0100,Student_0100,IT,4,A,Male,Hostel
STU0101,Student_0101,CIVIL,2,C,Male,Hostel
STU0102,Student_0102,IT,4,A,Female,Day Scholar
STU0103,Student_0103,EEE,3,C,Female,Day Scholar
STU0104,Student_0104,CSE,4,D,Female,Day Scholar
STU0105,Student_0105,CIVIL,1,A,Male,Hostel
STU0106,Student_0106,MECH,4,C,Male,Day Scholar
STU0107,Student_0107,MECH,2,B,Male,Hostel
STU0108,Student_0108,AIML,1,C,Female,Hostel
STU0109,Student_0109,IT,2,A,Female,Day Scholar
STU0110,Student_0110,MECH,2,B,Male,Hostel
STU0111,Student_0111,AIML,1,C,Female,Day Scholar
STU0112,Student_0112,CSE,2,C,Male,Hostel
STU0113,Student_0113,EEE,2,C,Female,Day Scholar
STU0114,Student_0114,EEE,4,C,Female,Hostel
STU0115,Student_0115,EEE,3,C,Female,Hostel
STU0116,Student_0116,MECH,2,B,Male,Hostel
STU0117,Student_0117,CSE,2,D,Female,Hostel
STU0118,Student_0118,MECH,2,B,Female,Hostel
STU0119,Student_0119,IT,4,B,Male,Day Scholar
STU0120,Student_0120,MECH,3,B,Female,Hostel
STU0121,Student_0121,CSE,1,D,Male,Day Scholar
STU0122,Student_0122,CSE,4,A,Male,Day Scholar
STU0123,Student_0123,IT,4,D,Male,Day Scholar
STU0124,Student_0124,CSE,3,B,Male,Hostel
STU0125,Student_0125,CSE,3,C,Male,Hostel
STU0126,Student_0126,EEE,4,C,Female,Hostel
STU0127,Student_0127,IT,1,B,Male,Day Scholar
STU0128,Student_0128,ECE,4,C,Male,Hostel
STU0129,Student_0129,ECE,3,B,Male,Hostel
STU0130,Student_0130,CSE,1,C,Male,Day Scholar
STU0131,Student_0131,ECE,3,D,Female,Day Scholar
STU0132,Student_0132,ECE,1,A,Male,Day Scholar
STU0133,Student_0133,CSE,2,A,Female,Day Scholar
STU0134,Student_0134,ECE,3,D,Male,Day Scholar
STU0135,Student_0135,MECH,3,D,Female,Day Scholar
STU0136,Student_0136,AIML,4,B,Male,Hostel
STU0137,Student_0137,IT,3,B,Male,Day Scholar
STU0138,Student_0138,AIML,3,B,Female,Hostel
STU0139,Student_0139,CSE,2,C,Male,Hostel
STU0140,Student_0140,EEE,3,B,Female,Hostel
STU0141,Student_0141,IT,2,D,Male,Day Scholar
STU0142,Student_0142,CSE,2,A,Female,Hostel
STU0143,Student_0143,EEE,2,C,Male,Day Scholar
STU0144,Student_0144,AIML,2,B,Male,Day Scholar
STU0145,Student_0145,CSE,1,C,Female,Hostel
STU0146,Student_0146,IT,4,C,Male,Day Scholar
STU0147,Student_0147,IT,1,B,Male,Hostel
STU0148,Student_0148,CIVIL,3,C,Male,Hostel
STU0149,Student_0149,MECH,1,A,Male,Day Scholar
STU0150,Student_0150,ECE,1,D,Male,Hostel
STU0151,Student_0151,EEE,3,D,Male,Hostel
STU0152,Student_0152,CIVIL,3,A,Female,Hostel
STU0153,Student_0153,ECE,3,C,Female,Day Scholar
STU0154,Student_0154,ECE,1,B,Female,Hostel
STU0155,Student_0155,CSE,1,C,Male,Day Scholar
STU0156,Student_0156,ECE,3,A,Female,Day Scholar
STU0157,Student_0157,MECH,4,C,Male,Hostel
STU0158,Student_0158,IT,4,D,Male,Hostel
STU0159,Student_0159,CIVIL,2,C,Male,Day Scholar
STU0160,Student_0160,ECE,3,A,Male,Day Scholar
STU0161,Student_0161,CSE,2,D,Female,Hostel
STU0162,Student_0162,MECH,4,C,Male,Hostel
STU0163,Student_0163,AIML,2,C,Female,Day Scholar
STU0164,Student_0164,IT,3,D,Male,Day Scholar
STU0165,Student_0165,IT,3,B,Female,Day Scholar
STU0166,Student_0166,CIVIL,3,D,Female,Day Scholar
STU0167,Student_0167,IT,1,B,Female,Day Scholar
STU0168,Student_0168,ECE,2,A,Female,Hostel
STU0169,Student_0169,CSE,4,A,Female,Day Scholar
STU0170,Student_0170,IT,4,D,Female,Day Scholar
STU0171,Student_0171,IT,4,D,Male,Hostel
STU0172,Student_0172,AIML,1,A,Female,Hostel
STU0173,Student_0173,AIML,1,B,Male,Day Scholar
STU0174,Student_0174,EEE,3,A,Female,Day Scholar
STU0175,Student_0175,MECH,4,D,Male,Hostel
STU0176,Student_0176,ECE,1,A,Female,Day Scholar
STU0177,Student_0177,IT,3,D,Female,Day Scholar
STU0178,Student_0178,IT,4,D,Male,Hostel
STU0179,Student_0179,CSE,2,A,Female,Day Scholar
STU0180,Student_0180,EEE,3,B,Female,Hostel
STU0181,Student_0181,MECH,1,C,Female,Hostel
STU0182,Student_0182,EEE,1,A,Male,Hostel
STU0183,Student_0183,CIVIL,3,C,Female,Hostel
STU0184,Student_0184,MECH,3,A,Male,Day Scholar
STU0185,Student_0185,IT,1,C,Female,Hostel
STU0186,Student_0186,IT,2,B,Female,Day Scholar
STU0187,Student_0187,MECH,4,B,Male,Day Scholar
STU0188,Student_0188,IT,2,A,Female,Day Scholar
STU0189,Student_0189,ECE,3,D,Female,Day Scholar
STU0190,Student_0190,MECH,2,C,Male,Day Scholar
STU0191,Student_0191,EEE,1,D,Female,Hostel
STU0192,Student_0192,MECH,3,D,Male,Hostel
STU0193,Student_0193,IT,4,D,Male,Hostel
STU0194,Student_0194,ECE,1,B,Male,Hostel
STU0195,Student_0195,ECE,1,A,Female,Day Scholar
STU0196,Student_0196,CIVIL,4,A,Male,Hostel
STU0197,Student_0197,EEE,4,B,Male,Day Scholar
STU0198,Student_0198,AIML,2,B,Female,Day Scholar
STU0199,Student_0199,AIML,3,A,Male,Hostel
STU0200,Student_0200,MECH,4,D,Female,Hostel
STU0201,Student_0201,CIVIL,4,C,Female,Hostel
STU0202,Student_0202,CSE,3,C,Female,Hostel
STU0203,Student_0203,MECH,4,C,Female,Day Scholar
STU0204,Student_0204,CIVIL,4,D,Male,Day Scholar
STU0205,Student_0205,EEE,2,A,Male,Hostel
STU0206,Student_0206,EEE,1,B,Male,Day Scholar
STU0207,Student_0207,EEE,1,A,Male,Day Scholar
STU0208,Student_0208,EEE,1,D,Male,Day Scholar
STU0209,Student_0209,EEE,1,B,Female,Hostel
STU0210,Student_0210,CIVIL,4,D,Male,Day Scholar
STU0211,Student_0211,CIVIL,3,C,Male,Hostel
STU0212,Student_0212,ECE,3,C,Male,Hostel
STU0213,Student_0213,AIML,2,D,Female,Day Scholar
STU0214,Student_0214,IT,2,B,Female,Day Scholar
STU0215,Student_0215,EEE,4,B,Male,Hostel
STU0216,Student_0216,CSE,3,A,Female,Day Scholar
STU0217,Student_0217,IT,3,C,Male,Day Scholar
STU0218,Student_0218,CIVIL,1,A,Male,Hostel
STU0219,Student_0219,CSE,4,A,Female,Hostel
STU0220,Student_0220,CSE,4,D,Female,Hostel
STU0221,Student_0221,CSE,1,D,Male,Hostel
STU0222,Student_0222,ECE,4,A,Male,Day Scholar
STU0223,Student_0223,CIVIL,4,C,Female,Day Scholar
STU0224,Student_0224,CSE,2,D,Male,Hostel
STU0225,Student_0225,EEE,3,A,Female,Hostel
STU0226,Student_0226,MECH,4,A,Male,Hostel
STU0227,Student_0227,CSE,2,A,Female,Day Scholar
STU0228,Student_0228,ECE,3,A,Male,Hostel
STU0229,Student_0229,IT,1,A,Male,Day Scholar
STU0230,Student_0230,CIVIL,2,A,Female,Hostel
STU0231,Student_0231,ECE,2,D,Male,Hostel
STU0232,Student_0232,CSE,3,C,Male,Hostel
STU0233,Student_0233,CIVIL,1,A,Female,Day Scholar
STU0234,Student_0234,MECH,2,B,Male,Day Scholar
STU0235,Student_0235,CSE,4,D,Male,Day Scholar
STU0236,Student_0236,ECE,4,D,Male,Hostel
STU0237,Student_0237,AIML,4,A,Female,Day Scholar
STU0238,Student_0238,EEE,1,D,Female,Day Scholar
STU0239,Student_0239,IT,2,A,Female,Hostel
STU0240,Student_0240,ECE,4,C,Male,Hostel
STU0241,Student_0241,CIVIL,1,C,Male,Day Scholar
STU0242,Student_0242,CSE,4,D,Male,Day Scholar
STU0243,Student_0243,EEE,3,D,Male,Day Scholar
STU0244,Student_0244,CSE,2,B,Female,Day Scholar
STU0245,Student_0245,CIVIL,2,D,Male,Hostel
STU0246,Student_0246,CSE,1,B,Male,Hostel
STU0247,Student_0247,AIML,1,C,Male,Hostel
STU0248,Student_0248,EEE,2,C,Female,Day Scholar
STU0249,Student_0249,EEE,4,A,Male,Day Scholar
STU0250,Student_0250,CIVIL,4,C,Male,Hostel
STU0251,Student_0251,IT,3,B,Male,Hostel
STU0252,Student_0252,AIML,4,D,Male,Day Scholar
STU0253,Student_0253,ECE,1,A,Male,Day Scholar
STU0254,Student_0254,CSE,1,B,Female,Hostel
STU0255,Student_0255,MECH,4,D,Male,Hostel
STU0256,Student_0256,CSE,1,A,Male,Hostel
STU0257,Student_0257,CSE,2,C,Male,Day Scholar
STU0258,Student_0258,ECE,2,B,Male,Day Scholar
STU0259,Student_0259,CSE,4,D,Male,Day Scholar
STU0260,Student_0260,AIML,2,A,Male,Day Scholar
STU0261,Student_0261,AIML,2,A,Male,Day Scholar
STU0262,Student_0262,EEE,3,C,Male,Day Scholar
STU0263,Student_0263,CIVIL,3,D,Male,Hostel
STU0264,Student_0264,IT,2,C,Male,Hostel
STU0265,Student_0265,MECH,4,C,Female,Day Scholar
STU0266,Student_0266,CSE,3,D,Female,Hostel
STU0267,Student_0267,CSE,1,D,Female,Day Scholar
STU0268,Student_0268,ECE,1,D,Female,Hostel
STU0269,Student_0269,CIVIL,1,B,Male,Day Scholar
STU0270,Student_0270,AIML,4,D,Female,Hostel
STU0271,Student_0271,MECH,2,A,Female,Hostel
STU0272,Student_0272,EEE,1,C,Male,Day Scholar
STU0273,Student_0273,AIML,4,B,Female,Day Scholar
STU0274,Student_0274,CIVIL,3,D,Female,Hostel
STU0275,Student_0275,IT,2,B,Male,Hostel
STU0276,Student_0276,EEE,3,D,Male,Day Scholar
STU0277,Student_0277,IT,4,B,Male,Hostel
STU0278,Student_0278,ECE,1,C,Female,Day Scholar
STU0279,Student_0279,ECE,1,C,Female,Day Scholar
STU0280,Student_0280,CSE,4,A,Male,Hostel
STU0281,Student_0281,IT,1,A,Male,Day Scholar
STU0282,Student_0282,CIVIL,2,D,Female,Hostel
STU0283,Student_0283,MECH,4,C,Male,Hostel
STU0284,Student_0284,EEE,3,B,Female,Day Scholar
STU0285,Student_0285,AIML,4,B,Male,Hostel
STU0286,Student_0286,CIVIL,2,B,Male,Day Scholar
STU0287,Student_0287,CIVIL,2,A,Female,Day Scholar
STU0288,Student_0288,ECE,4,B,Male,Day Scholar
STU0289,Student_0289,IT,4,A,Male,Hostel
STU0290,Student_0290,CSE,1,A,Male,Day Scholar
STU0291,Student_0291,CSE,2,D,Female,Hostel
STU0292,Student_0292,EEE,4,B,Male,Day Scholar
STU0293,Student_0293,ECE,4,B,Male,Day Scholar
STU0294,Student_0294,CIVIL,2,C,Male,Day Scholar
STU0295,Student_0295,MECH,4,D,Male,Hostel
STU0296,Student_0296,ECE,1,C,Male,Hostel
STU0297,Student_0297,EEE,2,D,Male,Day Scholar
STU0298,Student_0298,EEE,1,B,Female,Day Scholar
STU0299,Student_0299,ECE,1,A,Female,Hostel
STU0300,Student_0300,EEE,1,A,Male,Hostel
STU0301,Student_0301,ECE,1,A,Female,Hostel
STU0302,Student_0302,AIML,2,A,Female,Day Scholar
STU0303,Student_0303,ECE,1,A,Male,Hostel
STU0304,Student_0304,IT,1,C,Female,Day Scholar
STU0305,Student_0305,ECE,4,D,Female,Hostel
STU0306,Student_0306,EEE,2,B,Female,Day Scholar
STU0307,Student_0307,IT,2,C,Female,Day Scholar
STU0308,Student_0308,EEE,3,D,Female,Day Scholar
STU0309,Student_0309,CSE,2,A,Female,Hostel
STU0310,Student_0310,CSE,2,D,Female,Hostel
STU0311,Student_0311,IT,3,D,Female,Hostel
STU0312,Student_0312,AIML,2,A,Male,Day Scholar
STU0313,Student_0313,CSE,2,A,Male,Day Scholar
STU0314,Student_0314,ECE,2,A,Female,Hostel
STU0315,Student_0315,EEE,2,B,Female,Day Scholar
STU0316,Student_0316,CSE,3,A,Male,Day Scholar
STU0317,Student_0317,CSE,2,B,Female,Day Scholar
STU0318,Student_0318,AIML,2,A,Female,Hostel
STU0319,Student_0319,IT,3,B,Male,Day Scholar
STU0320,Student_0320,IT,4,D,Male,Hostel
STU0321,Student_0321,CIVIL,1,C,Male,Hostel
STU0322,Student_0322,AIML,4,D,Female,Hostel
STU0323,Student_0323,ECE,3,D,Female,Hostel
STU0324,Student_0324,IT,1,A,Male,Hostel
STU0325,Student_0325,EEE,3,B,Male,Day Scholar
STU0326,Student_0326,AIML,3,C,Female,Hostel
STU0327,Student_0327,CSE,2,A,Male,Hostel
STU0328,Student_0328,EEE,1,A,Female,Hostel
STU0329,Student_0329,EEE,2,A,Female,Day Scholar
STU0330,Student_0330,CSE,1,D,Male,Day Scholar
STU0331,Student_0331,AIML,3,B,Male,Day Scholar
STU0332,Student_0332,CSE,3,B,Female,Day Scholar
STU0333,Student_0333,CIVIL,4,C,Male,Hostel
STU0334,Student_0334,EEE,1,B,Male,Hostel
STU0335,Student_0335,MECH,2,B,Male,Day Scholar
STU0336,Student_0336,MECH,4,A,Male,Day Scholar
STU0337,Student_0337,ECE,4,A,Female,Day Scholar
STU0338,Student_0338,IT,4,D,Female,Day Scholar
STU0339,Student_0339,CSE,2,A,Female,Hostel
STU0340,Student_0340,CSE,4,A,Female,Day Scholar
STU0341,Student_0341,ECE,2,A,Male,Day Scholar
STU0342,Student_0342,ECE,4,A,Male,Day Scholar
STU0343,Student_0343,ECE,2,D,Female,Day Scholar
STU0344,Student_0344,EEE,3,A,Female,Day Scholar
STU0345,Student_0345,CIVIL,3,C,Male,Day Scholar
STU0346,Student_0346,CSE,3,C,Female,Day Scholar
STU0347,Student_0347,EEE,3,C,Female,Hostel
STU0348,Student_0348,ECE,3,C,Male,Hostel
STU0349,Student_0349,CSE,4,A,Female,Hostel
STU0350,Student_0350,EEE,4,C,Male,Hostel
STU0351,Student_0351,CIVIL,4,A,Male,Hostel
STU0352,Student_0352,EEE,2,D,Female,Hostel
STU0353,Student_0353,CIVIL,2,C,Male,Day Scholar
STU0354,Student_0354,ECE,2,B,Female,Day Scholar
STU0355,Student_0355,CIVIL,2,C,Male,Hostel
STU0356,Student_0356,CSE,3,C,Female,Day Scholar
STU0357,Student_0357,ECE,3,A,Female,Hostel
STU0358,Student_0358,CSE,3,C,Female,Day Scholar
STU0359,Student_0359,MECH,1,B,Male,Day Scholar
STU0360,Student_0360,AIML,4,A,Male,Day Scholar
STU0361,Student_0361,CIVIL,2,A,Female,Day Scholar
STU0362,Student_0362,AIML,2,D,Male,Day Scholar
STU0363,Student_0363,AIML,3,D,Female,Day Scholar
STU0364,Student_0364,CIVIL,2,C,Female,Hostel
STU0365,Student_0365,ECE,2,D,Male,Hostel
STU0366,Student_0366,MECH,4,D,Female,Day Scholar
STU0367,Student_0367,CSE,3,D,Male,Hostel
STU0368,Student_0368,EEE,4,A,Female,Day Scholar
STU0369,Student_0369,CSE,1,A,Male,Hostel
STU0370,Student_0370,EEE,1,A,Female,Day Scholar
STU0371,Student_0371,CSE,1,D,Female,Hostel
STU0372,Student_0372,CIVIL,3,A,Male,Day Scholar
STU0373,Student_0373,MECH,2,D,Female,Hostel
STU0374,Student_0374,EEE,3,A,Female,Day Scholar
STU0375,Student_0375,IT,3,A,Male,Hostel
STU0376,Student_0376,ECE,2,B,Female,Day Scholar
STU0377,Student_0377,CSE,4,C,Male,Day Scholar
STU0378,Student_0378,CSE,1,D,Female,Day Scholar
STU0379,Student_0379,EEE,4,B,Male,Hostel
STU0380,Student_0380,ECE,1,A,Female,Hostel
STU0381,Student_0381,ECE,3,D,Female,Hostel
STU0382,Student_0382,CIVIL,1,A,Female,Day Scholar
STU0383,Student_0383,IT,3,C,Male,Hostel
STU0384,Student_0384,CIVIL,4,B,Male,Day Scholar
STU0385,Student_0385,CIVIL,3,C,Male,Hostel
STU0386,Student_0386,CIVIL,4,B,Male,Hostel
STU0387,Student_0387,CIVIL,2,A,Female,Hostel
STU0388,Student_0388,CIVIL,2,C,Female,Hostel
STU0389,Student_0389,MECH,2,C,Male,Day Scholar
STU0390,Student_0390,ECE,3,A,Male,Hostel
STU0391,Student_0391,CIVIL,2,C,Male,Hostel
STU0392,Student_0392,ECE,1,D,Female,Day Scholar
STU0393,Student_0393,ECE,4,B,Male,Day Scholar
STU0394,Student_0394,AIML,4,B,Male,Hostel
STU0395,Student_0395,MECH,1,B,Female,Hostel
STU0396,Student_0396,CIVIL,3,D,Female,Day Scholar
STU0397,Student_0397,CSE,3,B,Male,Day Scholar
STU0398,Student_0398,EEE,4,A,Female,Day Scholar
STU0399,Student_0399,IT,2,C,Male,Hostel
STU0400,Student_0400,CSE,3,D,Female,Hostel
STU0401,Student_0401,MECH,3,B,Male,Hostel
STU0402,Student_0402,EEE,1,A,Male,Day Scholar
STU0403,Student_0403,MECH,1,C,Male,Day Scholar
STU0404,Student_0404,ECE,2,C,Male,Day Scholar
STU0405,Student_0405,EEE,3,D,Female,Hostel
STU0406,Student_0406,ECE,3,D,Female,Day Scholar
STU0407,Student_0407,CSE,1,D,Female,Hostel
STU0408,Student_0408,CSE,3,A,Female,Day Scholar
STU0409,Student_0409,EEE,4,A,Male,Hostel
STU0410,Student_0410,EEE,1,D,Male,Hostel
STU0411,Student_0411,CIVIL,2,B,Female,Day Scholar
STU0412,Student_0412,MECH,1,C,Female,Hostel
STU0413,Student_0413,CIVIL,3,C,Female,Day Scholar
STU0414,Student_0414,MECH,2,A,Female,Hostel
STU0415,Student_0415,CIVIL,1,C,Female,Day Scholar
STU0416,Student_0416,ECE,4,B,Male,Day Scholar
STU0417,Student_0417,EEE,4,C,Male,Hostel
STU0418,Student_0418,CSE,1,A,Male,Day Scholar
STU0419,Student_0419,MECH,4,A,Female,Hostel
STU0420,Student_0420,MECH,4,B,Female,Day Scholar
STU0421,Student_0421,CSE,4,B,Female,Day Scholar
STU0422,Student_0422,CIVIL,2,C,Female,Day Scholar
STU0423,Student_0423,MECH,4,C,Male,Day Scholar
STU0424,Student_0424,IT,4,A,Male,Hostel
STU0425,Student_0425,ECE,4,B,Female,Day Scholar
STU0426,Student_0426,EEE,2,B,Male,Day Scholar
STU0427,Student_0427,CSE,1,B,Male,Hostel
STU0428,Student_0428,EEE,3,C,Female,Hostel
STU0429,Student_0429,IT,4,B,Female,Hostel
STU0430,Student_0430,MECH,1,A,Female,Hostel
STU0431,Student_0431,MECH,4,A,Female,Hostel
STU0432,Student_0432,IT,2,C,Female,Hostel
STU0433,Student_0433,CSE,1,D,Female,Day Scholar
STU0434,Student_0434,ECE,2,C,Male,Hostel
STU0435,Student_0435,AIML,4,D,Male,Day Scholar
STU0436,Student_0436,CSE,4,B,Female,Hostel
STU0437,Student_0437,AIML,2,C,Male,Day Scholar
STU0438,Student_0438,IT,3,A,Female,Day Scholar
STU0439,Student_0439,CIVIL,2,B,Female,Day Scholar
STU0440,Student_0440,AIML,4,A,Female,Hostel
STU0441,Student_0441,ECE,2,B,Female,Hostel
STU0442,Student_0442,CIVIL,3,C,Male,Hostel
STU0443,Student_0443,AIML,2,D,Female,Hostel
STU0444,Student_0444,IT,3,B,Male,Day Scholar
STU0445,Student_0445,CIVIL,3,D,Female,Hostel
STU0446,Student_0446,IT,2,B,Female,Day Scholar
STU0447,Student_0447,AIML,2,A,Female,Day Scholar
STU0448,Student_0448,IT,1,A,Male,Hostel
STU0449,Student_0449,ECE,4,B,Female,Hostel
STU0450,Student_0450,AIML,3,D,Female,Hostel
STU0451,Student_0451,AIML,1,C,Female,Day Scholar
STU0452,Student_0452,AIML,2,C,Male,Hostel
STU0453,Student_0453,CSE,4,A,Male,Day Scholar
STU0454,Student_0454,CSE,1,C,Male,Hostel
STU0455,Student_0455,CSE,3,A,Female,Day Scholar
STU0456,Student_0456,ECE,1,C,Male,Hostel
STU0457,Student_0457,CIVIL,3,B,Female,Hostel
STU0458,Student_0458,IT,2,A,Male,Day Scholar
STU0459,Student_0459,MECH,4,A,Male,Hostel
STU0460,Student_0460,AIML,4,B,Female,Hostel
STU0461,Student_0461,IT,4,A,Male,Hostel
STU0462,Student_0462,AIML,2,C,Female,Hostel
STU0463,Student_0463,ECE,3,C,Female,Hostel
STU0464,Student_0464,AIML,2,A,Male,Hostel
STU0465,Student_0465,CSE,4,C,Female,Hostel
STU0466,Student_0466,MECH,2,D,Female,Day Scholar
STU0467,Student_0467,EEE,2,A,Male,Day Scholar
STU0468,Student_0468,AIML,2,B,Male,Hostel
STU0469,Student_0469,IT,3,D,Female,Hostel
STU0470,Student_0470,CSE,1,A,Male,Hostel
STU0471,Student_0471,EEE,1,B,Female,Day Scholar
STU0472,Student_0472,MECH,2,C,Female,Day Scholar
STU0473,Student_0473,EEE,1,B,Male,Hostel
STU0474,Student_0474,CSE,1,D,Male,Day Scholar
STU0475,Student_0475,CIVIL,2,C,Male,Hostel
STU0476,Student_0476,CIVIL,2,A,Male,Hostel
STU0477,Student_0477,EEE,4,C,Female,Hostel
STU0478,Student_0478,ECE,1,A,Female,Hostel
STU0479,Student_0479,IT,3,A,Male,Day Scholar
STU0480,Student_0480,IT,2,B,Male,Day Scholar
STU0481,Student_0481,EEE,4,B,Female,Hostel
STU0482,Student_0482,AIML,3,B,Female,Day Scholar
STU0483,Student_0483,AIML,1,D,Female,Day Scholar
STU0484,Student_0484,IT,4,D,Female,Hostel
STU0485,Student_0485,IT,2,B,Male,Day Scholar
STU0486,Student_0486,CIVIL,3,D,Female,Hostel
STU0487,Student_0487,ECE,2,C,Female,Hostel
STU0488,Student_0488,CSE,1,C,Male,Hostel
STU0489,Student_0489,AIML,3,D,Female,Hostel
STU0490,Student_0490,IT,1,D,Female,Day Scholar
STU0491,Student_0491,CIVIL,1,C,Male,Hostel
STU0492,Student_0492,MECH,4,A,Male,Day Scholar
STU0493,Student_0493,CIVIL,2,C,Male,Hostel
STU0494,Student_0494,AIML,3,C,Female,Hostel
STU0495,Student_0495,AIML,1,D,Female,Day Scholar
STU0496,Student_0496,CIVIL,1,C,Male,Hostel
