food_id,date,meal_type,food_item,quantity_prepared,quantity_sold,quantity_wasted,cost_per_unit,total_cost,food_waste_percentage,sold_percentage,waste_cost
FOOD000021,2026-01-02,Lunch,Dal,143,115,25,31.3,4476.14,17.482517482517483,80.41958041958041,782.5
FOOD000022,2026-01-02,Lunch,Rice,53,48,4,78.82,4177.52,7.547169811320755,90.56603773584906,315.28
FOOD000023,2026-01-02,Lunch,Sambar,139,113,25,33.61,4672.06,17.985611510791365,81.29496402877699,840.25
FOOD000024,2026-01-02,Lunch,Noodles,244,194,44,75.01,18302.31,18.0327868852459,79.50819672131148,3300.44
FOOD000025,2026-01-02,Snacks,Noodles,65,55,4,22.61,1469.44,6.153846153846154,84.61538461538461,90.44
FOOD000026,2026-01-02,Snacks,Rice,59,52,5,16.56,977.13,8.47457627118644,88.13559322033898,82.8
FOOD000027,2026-01-02,Snacks,Idli,200,175,18,55.27,11053.37,9.0,87.5,994.86
FOOD000028,2026-01-02,Snacks,Vegetable Curry,186,168,17,44.67,8307.87,9.13978494623656,90.32258064516128,759.39
FOOD000029,2026-01-02,Dinner,Chicken Curry,149,143,6,43.05,6414.48,4.026845637583892,95.9731543624161,258.29999999999995
FOOD000030,2026-01-02,Dinner,Sambar,122,105,10,71.93,8775.1,8.19672131147541,86.0655737704918,719.3000000000001
FOOD000031,2026-01-02,Dinner,Chapati,232,216,14,64.21,14896.08,6.0344827586206895,93.10344827586206,898.9399999999999
FOOD000032,2026-01-02,Dinner,Idli,139,126,11,35.64,4954.41,7.913669064748201,90.64748201438849,392.04
FOOD000033,2026-01-03,Breakfast,Curd Rice,116,107,7,28.84,3345.34,6.0344827586206895,92.24137931034483,201.88
FOOD000034,2026-01-03,Breakfast,Dal,205,166,35,39.88,8174.55,17.073170731707318,80.97560975609757,1395.8000000000002
FOOD000035,2026-01-03,Breakfast,Chicken Curry,159,140,14,59.65,9484.44,8.80503144654088,88.0503144654088,835.1
FOOD000036,2026-01-03,Breakfast,Vegetable Curry,170,139,31,25.28,4297.79,18.235294117647058,81.76470588235294,783.6800000000001
FOOD000037,2026-01-03,Lunch,Vegetable Curry,136,118,14,71.32,9699.52,10.294117647058822,86.76470588235294,998.4799999999999
FOOD000038,2026-01-03,Lunch,Sambar,117,94,16,42.18,4935.15,13.675213675213676,80.34188034188034,674.88
FOOD000039,2026-01-03,Lunch,Rice,221,179,35,78.17,17274.63,15.837104072398189,80.99547511312217,2735.9500000000003
FOOD000040,2026-01-03,Lunch,Dosa,71,62,8,69.9,4962.96,11.267605633802818,87.32394366197182,559.2
FOOD000041,2026-01-03,Snacks,Chicken Curry,136,119,16,32.63,4437.8,11.76470588235294,87.5,522.08
FOOD000042,2026-01-03,Snacks,Dal,137,125,10,25.72,3524.16,7.2992700729927,91.24087591240875,257.2
FOOD000043,2026-01-03,Snacks,Noodles,155,126,29,71.95,11152.98,18.70967741935484,81.29032258064515,2086.55
FOOD000044,2026-01-03,Snacks,Dosa,96,88,6,51.32,4926.81,6.25,91.66666666666666,307.92
FOOD000045,2026-01-03,Dinner,Chapati,82,70,9,76.06,6236.74,10.975609756097562,85.36585365853658,684.54
FOOD000046,2026-01-03,Dinner,Biryani,75,66,8,33.65,2524.1,10.666666666666668,88.0,269.2
FOOD000047,2026-01-03,Dinner,Fried Rice,184,143,36,42.64,7845.12,19.565217391304348,77.71739130434783,1535.04
FOOD000048,2026-01-03,Dinner,Dosa,74,59,13,33.99,2515.2,17.56756756756757,79.72972972972973,441.87
FOOD000049,2026-01-04,Breakfast,Vegetable Curry,78,65,7,67.76,5285.59,8.974358974358974,83.33333333333334,474.32000000000005
FOOD000050,2026-01-04,Breakfast,Rice,56,40,9,49.92,2795.26,16.071428571428573,71.42857142857143,449.28000000000003
FOOD000051,2026-01-04,Breakfast,Dal,186,155,24,68.23,12690.53,12.903225806451612,83.33333333333334,1637.52
FOOD000052,2026-01-04,Breakfast,Biryani,222,201,17,59.02,13101.94,7.657657657657657,90.54054054054053,1003.34
FOOD000053,2026-01-04,Lunch,Vegetable Curry,112,88,20,61.78,6919.84,17.857142857142858,78.57142857142857,1235.6
FOOD000054,2026-01-04,Lunch,Idli,207,161,41,22.13,4580.42,19.806763285024154,77.77777777777779,907.3299999999999
FOOD000055,2026-01-04,Lunch,Noodles,202,173,26,28.55,5767.24,12.871287128712872,85.64356435643565,742.3000000000001
FOOD000056,2026-01-04,Lunch,Sambar,113,92,21,59.73,6749.12,18.58407079646018,81.41592920353983,1254.33
FOOD000057,2026-01-04,Snacks,Chicken Curry,78,72,6,66.82,5211.86,7.6923076923076925,92.3076923076923,400.91999999999996
FOOD000058,2026-01-04,Snacks,Fried Rice,137,122,11,45.61,6248.96,8.02919708029197,89.05109489051095,501.71
FOOD000059,2026-01-04,Snacks,Dal,155,141,11,15.28,2368.73,7.096774193548387,90.96774193548387,168.07999999999998
FOOD000060,2026-01-04,Snacks,Dosa,118,99,19,37.4,4412.81,16.101694915254235,83.89830508474576,710.6
FOOD000061,2026-01-04,Dinner,Rice,106,86,17,44.99,4768.98,16.037735849056602,81.13207547169812,764.83
FOOD000062,2026-01-04,Dinner,Noodles,187,155,31,46.23,8645.77,16.577540106951872,82.88770053475936,1433.1299999999999
FOOD000063,2026-01-04,Dinner,Fried Rice,149,132,14,49.03,7305.29,9.395973154362416,88.59060402684564,686.4200000000001
FOOD000064,2026-01-04,Dinner,Sambar,137,111,23,57.72,7907.04,16.78832116788321,81.02189781021897,1327.56
FOOD000065,2026-01-05,Breakfast,Chicken Curry,142,132,10,48.67,6911.65,7.042253521126761,92.95774647887323,486.70000000000005
FOOD000066,2026-01-05,Breakfast,Vegetable Curry,101,82,12,34.0,3433.93,11.881188118811881,81.1881188118812,408.0
FOOD000067,2026-01-05,Breakfast,Fried Rice,108,96,11,41.87,4521.49,10.185185185185185,88.88888888888889,460.57
FOOD000068,2026-01-05,Breakfast,Biryani,144,124,19,68.06,9800.64,13.194444444444445,86.11111111111111,1293.14
FOOD000069,2026-01-05,Lunch,Dosa,157,146,10,36.39,5713.37,6.369426751592357,92.99363057324841,363.9
FOOD000070,2026-01-05,Lunch,Biryani,81,66,13,16.4,1328.44,16.049382716049383,81.48148148148148,213.2
FOOD000071,2026-01-05,Lunch,Dal,127,103,24,38.03,4829.53,18.89763779527559,81.10236220472441,912.72
FOOD000072,2026-01-05,Lunch,Noodles,67,58,4,24.0,1607.93,5.970149253731343,86.56716417910447,96.0
FOOD000073,2026-01-05,Snacks,Fried Rice,194,174,14,57.66,11185.93,7.216494845360824,89.69072164948454,807.24
FOOD000074,2026-01-05,Snacks,Curd Rice,231,192,35,18.87,4357.91,15.151515151515152,83.11688311688312,660.45
FOOD000075,2026-01-05,Snacks,Idli,238,215,19,67.95,16173.2,7.9831932773109235,90.33613445378151,1291.05
FOOD000076,2026-01-05,Snacks,Dal,66,57,5,79.26,5231.24,7.575757575757576,86.36363636363636,396.3
FOOD000077,2026-01-05,Dinner,Idli,186,149,33,59.1,10992.37,17.741935483870968,80.10752688172043,1950.3
FOOD000078,2026-01-05,Dinner,Sambar,152,130,15,31.54,4793.85,9.868421052631579,85.52631578947368,473.09999999999997
FOOD000079,2026-01-05,Dinner,Curd Rice,214,167,41,50.0,10700.15,19.158878504672895,78.03738317757009,2050.0
FOOD000080,2026-01-05,Dinner,Dosa,167,152,11,43.44,7254.35,6.58682634730539,91.01796407185628,477.84
FOOD000081,2026-01-06,Breakfast,Chicken Curry,196,184,12,53.07,10401.18,6.122448979591836,93.87755102040816,636.84
FOOD000082,2026-01-06,Breakfast,Fried Rice,108,86,21,25.49,2752.64,19.444444444444446,79.62962962962963,535.29
FOOD000083,2026-01-06,Breakfast,Chapati,73,62,9,26.55,1937.98,12.32876712328767,84.93150684931507,238.95000000000002
FOOD000084,2026-01-06,Breakfast,Dosa,68,53,9,26.3,1788.12,13.23529411764706,77.94117647058823,236.70000000000002
FOOD000085,2026-01-06,Lunch,Curd Rice,185,165,18,26.28,4862.65,9.72972972972973,89.1891891891892,473.04
FOOD000086,2026-01-06,Lunch,Rice,249,216,26,51.3,12773.8,10.441767068273093,86.74698795180723,1333.8
FOOD000087,2026-01-06,Lunch,Vegetable Curry,93,80,13,49.28,4583.03,13.978494623655912,86.02150537634408,640.64
FOOD000088,2026-01-06,Lunch,Dal,161,127,28,65.75,10585.83,17.391304347826086,78.88198757763976,1841.0
FOOD000089,2026-01-06,Snacks,Dal,242,221,21,42.36,10251.66,8.677685950413224,91.32231404958677,889.56
FOOD000090,2026-01-06,Snacks,Vegetable Curry,214,174,33,19.59,4192.72,15.42056074766355,81.30841121495327,646.47
FOOD000091,2026-01-06,Snacks,Rice,50,43,7,42.28,2114.04,14.000000000000002,86.0,295.96000000000004
FOOD000092,2026-01-06,Snacks,Noodles,248,219,27,18.34,4549.04,10.887096774193548,88.30645161290323,495.18
FOOD000093,2026-01-06,Dinner,Curd Rice,146,131,14,54.17,7909.0,9.58904109589041,89.72602739726028,758.38
FOOD000094,2026-01-06,Dinner,Noodles,135,104,25,34.22,4619.92,18.51851851851852,77.03703703703704,855.5
FOOD000095,2026-01-06,Dinner,Vegetable Curry,138,117,16,27.05,3732.27,11.594202898550725,84.78260869565217,432.8
FOOD000096,2026-01-06,Dinner,Chicken Curry,158,126,30,49.23,7778.65,18.9873417721519,79.74683544303798,1476.8999999999999
FOOD000097,2026-01-07,Breakfast,Idli,82,68,8,38.58,3163.86,9.75609756097561,82.92682926829268,308.64
FOOD000098,2026-01-07,Breakfast,Noodles,189,179,7,16.42,3103.67,3.7037037037037033,94.70899470899471,114.94000000000001
FOOD000099,2026-01-07,Breakfast,Biryani,107,95,6,64.28,6878.29,5.607476635514018,88.78504672897196,385.68
FOOD000100,2026-01-07,Breakfast,Sambar,214,173,38,53.77,11507.64,17.75700934579439,80.8411214953271,2043.2600000000002
FOOD000101,2026-01-07,Lunch,Sambar,110,102,7,34.28,3771.32,6.363636363636363,92.72727272727272,239.96
FOOD000102,2026-01-07,Lunch,Biryani,73,62,9,48.3,3525.99,12.32876712328767,84.93150684931507,434.7
FOOD000103,2026-01-07,Lunch,Vegetable Curry,165,145,20,19.99,3298.8,12.121212121212121,87.87878787878788,399.79999999999995
FOOD000104,2026-01-07,Lunch,Dal,242,214,21,29.75,7199.1,8.677685950413224,88.42975206611571,624.75
FOOD000105,2026-01-07,Snacks,Curd Rice,206,182,24,32.01,6594.04,11.650485436893204,88.3495145631068,768.24
FOOD000106,2026-01-07,Snacks,Rice,104,98,5,58.87,6121.99,4.807692307692308,94.23076923076923,294.34999999999997
FOOD000107,2026-01-07,Snacks,Dal,143,114,27,71.97,10291.12,18.88111888111888,79.72027972027972,1943.19
FOOD000108,2026-01-07,Snacks,Sambar,229,194,30,67.8,15525.56,13.100436681222707,84.71615720524017,2034.0
FOOD000109,2026-01-07,Dinner,Rice,87,76,8,24.65,2144.24,9.195402298850574,87.35632183908046,197.2
FOOD000110,2026-01-07,Dinner,Idli,104,82,15,41.53,4318.92,14.423076923076922,78.84615384615384,622.95
FOOD000111,2026-01-07,Dinner,Chapati,248,214,27,36.12,8958.34,10.887096774193548,86.29032258064517,975.2399999999999
FOOD000112,2026-01-07,Dinner,Fried Rice,181,144,31,19.97,3614.84,17.12707182320442,79.55801104972376,619.0699999999999
FOOD000113,2026-01-08,Breakfast,Dal,131,107,21,28.57,3742.86,16.030534351145036,81.67938931297711,599.97
FOOD000114,2026-01-08,Breakfast,Idli,195,178,11,43.81,8542.25,5.641025641025641,91.28205128205128,481.91
FOOD000115,2026-01-08,Breakfast,Curd Rice,102,94,6,54.57,5565.84,5.88235294117647,92.15686274509804,327.42
FOOD000116,2026-01-08,Breakfast,Sambar,63,46,12,28.16,1773.9,19.047619047619047,73.01587301587301,337.92
FOOD000117,2026-01-08,Lunch,Dosa,68,61,4,39.23,2667.9,5.88235294117647,89.70588235294117,156.92
FOOD000118,2026-01-08,Lunch,Chapati,213,199,14,52.88,11264.27,6.572769953051644,93.42723004694837,740.32
FOOD000119,2026-01-08,Lunch,Curd Rice,102,87,11,65.73,6704.58,10.784313725490197,85.29411764705883,723.0300000000001
FOOD000120,2026-01-08,Lunch,Fried Rice,104,93,6,74.62,7760.98,5.769230769230769,89.42307692307693,447.72
FOOD000121,2026-01-08,Snacks,Vegetable Curry,227,190,34,56.14,12744.82,14.977973568281937,83.70044052863436,1908.76
FOOD000122,2026-01-08,Snacks,Biryani,139,124,14,38.31,5325.61,10.071942446043165,89.20863309352518,536.34
FOOD000123,2026-01-08,Snacks,Rice,143,124,15,74.24,10616.73,10.48951048951049,86.7132867132867,1113.6
FOOD000124,2026-01-08,Snacks,Chapati,176,159,17,61.94,10901.86,9.659090909090908,90.3409090909091,1052.98
FOOD000125,2026-01-08,Dinner,Chicken Curry,53,40,8,65.87,3491.37,15.09433962264151,75.47169811320755,526.96
FOOD000126,2026-01-08,Dinner,Curd Rice,71,56,9,57.86,4108.22,12.676056338028168,78.87323943661971,520.74
FOOD000127,2026-01-08,Dinner,Chapati,230,185,39,51.88,11931.92,16.956521739130434,80.43478260869566,2023.3200000000002
FOOD000128,2026-01-08,Dinner,Sambar,88,72,15,43.4,3819.61,17.045454545454543,81.81818181818183,651.0
FOOD000129,2026-01-09,Breakfast,Chicken Curry,246,219,24,58.51,14393.66,9.75609756097561,89.02439024390245,1404.24
FOOD000130,2026-01-09,Breakfast,Noodles,120,99,18,47.27,5672.28,15.0,82.5,850.86
FOOD000131,2026-01-09,Breakfast,Curd Rice,125,96,22,68.11,8513.52,17.599999999999998,76.8,1498.42
FOOD000132,2026-01-09,Breakfast,Fried Rice,241,210,28,61.58,14840.55,11.618257261410788,87.13692946058092,1724.24
FOOD000133,2026-01-09,Lunch,Curd Rice,51,38,6,24.9,1270.07,11.76470588235294,74.50980392156863,149.39999999999998
FOOD000134,2026-01-09,Lunch,Chicken Curry,225,207,12,50.87,11445.39,5.333333333333334,92.0,610.4399999999999
FOOD000135,2026-01-09,Lunch,Fried Rice,74,55,14,54.21,4011.49,18.91891891891892,74.32432432432432,758.94
FOOD000136,2026-01-09,Lunch,Sambar,207,167,34,57.12,11822.95,16.425120772946862,80.67632850241546,1942.08
FOOD000137,2026-01-09,Snacks,Curd Rice,195,160,34,31.45,6132.7,17.435897435897434,82.05128205128204,1069.3
FOOD000138,2026-01-09,Snacks,Chicken Curry,143,113,27,78.64,11245.19,18.88111888111888,79.02097902097903,2123.28
FOOD000139,2026-01-09,Snacks,Sambar,230,211,16,60.55,13925.83,6.956521739130435,91.73913043478261,968.8
FOOD000140,2026-01-09,Snacks,Idli,109,87,21,28.57,3113.61,19.26605504587156,79.81651376146789,599.97
FOOD000141,2026-01-09,Dinner,Sambar,156,137,18,42.44,6619.92,11.538461538461538,87.82051282051282,763.92
FOOD000142,2026-01-09,Dinner,Chicken Curry,245,228,12,33.35,8171.36,4.8979591836734695,93.06122448979592,400.20000000000005
FOOD000143,2026-01-09,Dinner,Rice,246,196,44,78.02,19192.22,17.88617886178862,79.67479674796748,3432.8799999999997
FOOD000144,2026-01-09,Dinner,Curd Rice,139,123,14,15.17,2109.09,10.071942446043165,88.48920863309353,212.38
FOOD000145,2026-01-10,Breakfast,Chicken Curry,158,127,26,72.34,11428.94,16.455696202531644,80.37974683544303,1880.8400000000001
FOOD000146,2026-01-10,Breakfast,Idli,181,154,24,60.72,10989.66,13.259668508287293,85.0828729281768,1457.28
FOOD000147,2026-01-10,Breakfast,Sambar,247,196,49,25.42,6278.73,19.838056680161944,79.35222672064778,1245.5800000000002
FOOD000148,2026-01-10,Breakfast,Rice,137,122,13,44.75,6130.74,9.48905109489051,89.05109489051095,581.75
FOOD000149,2026-01-10,Lunch,Biryani,154,128,19,39.14,6028.08,12.337662337662337,83.11688311688312,743.66
FOOD000150,2026-01-10,Lunch,Dosa,206,185,17,32.33,6660.54,8.25242718446602,89.80582524271846,549.61
FOOD000151,2026-01-10,Lunch,Dal,225,188,33,22.18,4990.49,14.666666666666666,83.55555555555556,731.9399999999999
FOOD000152,2026-01-10,Lunch,Chicken Curry,147,117,23,50.92,7485.75,15.646258503401361,79.59183673469387,1171.16
FOOD000153,2026-01-10,Snacks,Chicken Curry,133,120,7,40.71,5414.74,5.263157894736842,90.22556390977444,284.97
FOOD000154,2026-01-10,Snacks,Idli,141,125,10,32.85,4632.34,7.092198581560284,88.65248226950354,328.5
FOOD000155,2026-01-10,Snacks,Curd Rice,236,208,22,57.74,13627.46,9.322033898305085,88.13559322033898,1270.28
FOOD000156,2026-01-10,Snacks,Dosa,228,209,12,30.42,6935.0,5.263157894736842,91.66666666666666,365.04
FOOD000157,2026-01-10,Dinner,Curd Rice,190,152,31,31.31,5949.62,16.315789473684212,80.0,970.61
FOOD000158,2026-01-10,Dinner,Dal,135,116,15,74.6,10071.29,11.11111111111111,85.92592592592592,1119.0
FOOD000159,2026-01-10,Dinner,Sambar,144,115,27,41.06,5913.13,18.75,79.86111111111111,1108.6200000000001
FOOD000160,2026-01-10,Dinner,Noodles,239,195,43,55.49,13262.46,17.99163179916318,81.58995815899581,2386.07
FOOD000161,2026-01-11,Breakfast,Rice,95,79,9,27.86,2646.54,9.473684210526317,83.15789473684211,250.74
FOOD000162,2026-01-11,Breakfast,Fried Rice,195,169,20,66.93,13050.77,10.256410256410255,86.66666666666667,1338.6000000000001
FOOD000163,2026-01-11,Breakfast,Noodles,207,182,22,15.19,3143.42,10.628019323671497,87.92270531400966,334.18
FOOD000164,2026-01-11,Breakfast,Dal,170,148,22,47.79,8124.76,12.941176470588237,87.05882352941177,1051.3799999999999
FOOD000165,2026-01-11,Lunch,Vegetable Curry,163,145,15,32.16,5242.87,9.202453987730062,88.95705521472392,482.4
FOOD000166,2026-01-11,Lunch,Noodles,220,183,36,55.64,12239.87,16.363636363636363,83.18181818181817,2003.04
FOOD000167,2026-01-11,Lunch,Chicken Curry,157,139,13,77.84,12220.3,8.280254777070063,88.53503184713377,1011.9200000000001
FOOD000168,2026-01-11,Lunch,Dosa,67,54,12,64.25,4304.58,17.91044776119403,80.59701492537313,771.0
FOOD000169,2026-01-11,Snacks,Vegetable Curry,53,43,7,33.78,1790.25,13.20754716981132,81.13207547169812,236.46
FOOD000170,2026-01-11,Snacks,Chapati,230,191,32,31.64,7277.17,13.91304347826087,83.04347826086956,1012.48
FOOD000171,2026-01-11,Snacks,Chicken Curry,220,172,43,44.94,9886.53,19.545454545454547,78.18181818181819,1932.4199999999998
FOOD000172,2026-01-11,Snacks,Fried Rice,195,179,13,39.2,7643.19,6.666666666666667,91.7948717948718,509.6
FOOD000173,2026-01-11,Dinner,Dal,245,231,14,26.3,6443.42,5.714285714285714,94.28571428571428,368.2
FOOD000174,2026-01-11,Dinner,Idli,72,62,4,72.5,5219.88,5.555555555555555,86.11111111111111,290.0
FOOD000175,2026-01-11,Dinner,Fried Rice,186,147,32,25.5,4743.03,17.20430107526882,79.03225806451613,816.0
FOOD000176,2026-01-11,Dinner,Sambar,69,57,9,39.92,2754.17,13.043478260869565,82.6086956521739,359.28000000000003
FOOD000177,2026-01-12,Breakfast,Biryani,66,56,6,49.15,3243.74,9.090909090909092,84.84848484848484,294.9
FOOD000178,2026-01-12,Breakfast,Noodles,160,138,15,34.45,5512.63,9.375,86.25,516.75
FOOD000179,2026-01-12,Breakfast,Rice,136,114,15,34.13,4642.01,11.029411764705882,83.82352941176471,511.95000000000005
FOOD000180,2026-01-12,Breakfast,Chicken Curry,205,165,36,30.4,6233.02,17.560975609756095,80.48780487804879,1094.3999999999999
FOOD000181,2026-01-12,Lunch,Chicken Curry,73,62,4,51.9,3788.57,5.47945205479452,84.93150684931507,207.6
FOOD000182,2026-01-12,Lunch,Dal,86,67,12,66.01,5676.57,13.953488372093023,77.90697674418605,792.1200000000001
FOOD000183,2026-01-12,Lunch,Idli,186,170,12,72.28,13444.02,6.451612903225806,91.39784946236558,867.36
FOOD000184,2026-01-12,Lunch,Fried Rice,242,214,23,60.61,14668.1,9.50413223140496,88.42975206611571,1394.03
FOOD000185,2026-01-12,Snacks,Idli,131,105,22,77.38,10136.16,16.793893129770993,80.1526717557252,1702.36
FOOD000186,2026-01-12,Snacks,Biryani,249,201,48,28.41,7073.77,19.27710843373494,80.72289156626506,1363.68
FOOD000187,2026-01-12,Snacks,Dal,142,131,9,22.06,3132.09,6.338028169014084,92.25352112676056,198.54
FOOD000188,2026-01-12,Snacks,Noodles,183,170,13,38.71,7083.13,7.103825136612022,92.89617486338798,503.23
FOOD000189,2026-01-12,Dinner,Sambar,92,82,5,65.66,6040.52,5.434782608695652,89.13043478260869,328.29999999999995
FOOD000190,2026-01-12,Dinner,Vegetable Curry,164,145,19,69.13,11337.4,11.585365853658537,88.41463414634147,1313.4699999999998
FOOD000191,2026-01-12,Dinner,Curd Rice,86,75,4,51.05,4390.27,4.651162790697675,87.20930232558139,204.2
FOOD000192,2026-01-12,Dinner,Idli,121,103,16,74.46,9009.58,13.223140495867769,85.12396694214877,1191.36
FOOD000193,2026-01-13,Breakfast,Rice,203,184,19,48.58,9861.14,9.35960591133005,90.64039408866995,923.02
FOOD000194,2026-01-13,Breakfast,Chapati,71,60,5,49.37,3505.43,7.042253521126761,84.50704225352112,246.85
FOOD000195,2026-01-13,Breakfast,Vegetable Curry,93,74,16,53.89,5011.73,17.20430107526882,79.56989247311827,862.24
FOOD000196,2026-01-13,Breakfast,Chicken Curry,118,97,19,37.0,4365.51,16.101694915254235,82.20338983050848,703.0
FOOD000197,2026-01-13,Lunch,Chapati,240,221,16,24.46,5870.78,6.666666666666667,92.08333333333333,391.36
FOOD000198,2026-01-13,Lunch,Biryani,121,114,7,58.65,7096.16,5.785123966942149,94.21487603305785,410.55
FOOD000199,2026-01-13,Lunch,Fried Rice,127,102,20,56.3,7150.07,15.748031496062993,80.31496062992126,1126.0
FOOD000200,2026-01-13,Lunch,Sambar,79,71,6,21.91,1730.63,7.59493670886076,89.87341772151899,131.46
FOOD000201,2026-01-13,Snacks,Curd Rice,220,193,20,37.48,8245.61,9.090909090909092,87.72727272727273,749.5999999999999
FOOD000202,2026-01-13,Snacks,Dosa,204,163,34,47.77,9744.22,16.666666666666664,79.90196078431373,1624.18
FOOD000203,2026-01-13,Snacks,Dal,56,52,4,24.32,1362.1,7.142857142857142,92.85714285714286,97.28
FOOD000204,2026-01-13,Snacks,Rice,240,200,38,15.94,3825.33,15.833333333333332,83.33333333333334,605.72
FOOD000205,2026-01-13,Dinner,Vegetable Curry,176,163,12,50.56,8897.99,6.8181818181818175,92.61363636363636,606.72
FOOD000206,2026-01-13,Dinner,Chicken Curry,192,156,36,39.91,7662.98,18.75,81.25,1436.7599999999998
FOOD000207,2026-01-13,Dinner,Dosa,159,124,30,48.05,7639.81,18.867924528301888,77.9874213836478,1441.5
FOOD000208,2026-01-13,Dinner,Biryani,228,181,44,18.12,4131.01,19.298245614035086,79.3859649122807,797.2800000000001
FOOD000209,2026-01-14,Breakfast,Dal,221,194,26,19.05,4210.0,11.76470588235294,87.78280542986425,495.3
FOOD000210,2026-01-14,Breakfast,Dosa,109,89,20,57.48,6265.2,18.34862385321101,81.65137614678899,1149.6
FOOD000211,2026-01-14,Breakfast,Chapati,203,171,25,32.75,6648.66,12.31527093596059,84.23645320197043,818.75
FOOD000212,2026-01-14,Breakfast,Rice,141,116,19,23.81,3357.06,13.47517730496454,82.26950354609929,452.39
FOOD000213,2026-01-14,Lunch,Chapati,68,52,9,36.6,2488.84,13.23529411764706,76.47058823529412,329.40000000000003
FOOD000214,2026-01-14,Lunch,Noodles,218,203,9,39.19,8543.71,4.128440366972478,93.11926605504587,352.71
FOOD000215,2026-01-14,Lunch,Vegetable Curry,153,128,21,61.96,9479.79,13.725490196078432,83.66013071895425,1301.16
FOOD000216,2026-01-14,Lunch,Rice,209,183,24,70.09,14648.87,11.483253588516746,87.5598086124402,1682.16
FOOD000217,2026-01-14,Snacks,Sambar,115,92,17,38.71,4452.19,14.782608695652174,80.0,658.07
FOOD000218,2026-01-14,Snacks,Vegetable Curry,118,104,7,28.2,3327.18,5.932203389830509,88.13559322033898,197.4
FOOD000219,2026-01-14,Snacks,Fried Rice,206,191,10,53.57,11035.82,4.854368932038835,92.71844660194175,535.7
FOOD000220,2026-01-14,Snacks,Curd Rice,54,51,3,63.33,3420.02,5.555555555555555,94.44444444444444,189.99
FOOD000221,2026-01-14,Dinner,Dosa,187,160,22,60.42,11298.1,11.76470588235294,85.56149732620321,1329.24
FOOD000222,2026-01-14,Dinner,Noodles,64,56,4,29.18,1867.47,6.25,87.5,116.72
FOOD000223,2026-01-14,Dinner,Idli,247,209,37,38.83,9590.0,14.979757085020243,84.61538461538461,1436.71
FOOD000224,2026-01-14,Dinner,Fried Rice,247,219,26,50.23,12406.28,10.526315789473683,88.66396761133603,1305.98
FOOD000225,2026-01-15,Breakfast,Vegetable Curry,79,70,9,60.34,4766.6,11.39240506329114,88.60759493670885,543.0600000000001
FOOD000226,2026-01-15,Breakfast,Chicken Curry,123,95,23,54.56,6710.95,18.69918699186992,77.23577235772358,1254.88
FOOD000227,2026-01-15,Breakfast,Sambar,241,212,29,41.16,9920.07,12.033195020746888,87.96680497925311,1193.6399999999999
